Name,Base Experience,Height,Weight,Image URL
corvisquire,128,8,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
corviknight,248,22,750,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
blipbug,36,4,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
dottler,117,4,195,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
orbeetle,253,4,408,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
nickit,49,6,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
thievul,159,12,199,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
gossifleur,50,4,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
eldegoss,161,5,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
wooloo,122,6,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
dubwool,172,13,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
chewtle,57,3,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
drednaw,170,10,1155,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
yamper,54,3,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png
boltund,172,10,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png
rolycoly,48,3,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png
carkol,144,11,780,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
coalossal,255,28,3105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
applin,52,2,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png
flapple,170,3,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
appletun,170,4,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png
silicobra,63,22,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png
sandaconda,179,38,655,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png
cramorant,166,8,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
arrokuda,56,5,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png
barraskewda,172,13,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png
toxel,48,4,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png
toxtricity-amped,176,16,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png
sizzlipede,61,7,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png
centiskorch,184,30,1200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
clobbopus,62,6,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
grapploct,168,16,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
sinistea,62,1,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png
polteageist,178,2,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png
hatenna,53,4,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
hattrem,130,6,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
hatterene,255,21,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
impidimp,53,4,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png
morgrem,130,8,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png
grimmsnarl,255,15,610,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
obstagoon,260,16,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png
perrserker,154,8,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png
cursola,179,10,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png
sirfetchd,177,8,1170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png
mr-rime,182,15,582,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png
runerigus,169,16,666,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png
milcery,54,2,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png
alcremie,173,3,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png
falinks,165,30,620,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
pincurchin,152,3,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png
snom,37,3,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png
frosmoth,166,13,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
stonjourner,165,25,5200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png
eiscue-ice,165,14,890,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
indeedee-male,166,9,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
morpeko-full-belly,153,3,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png
cufant,66,12,1000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
copperajah,175,30,6500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
dracozolt,177,18,1900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
arctozolt,177,23,1500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png
dracovish,177,23,2150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
arctovish,177,20,1750,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png
duraludon,187,18,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
dreepy,54,5,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
drakloak,144,14,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
dragapult,300,30,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
zacian,335,28,1100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png
zamazenta,335,29,2100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png
eternatus,345,200,9500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
kubfu,77,6,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
urshifu-single-strike,275,19,1050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png
zarude,300,18,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png
regieleki,290,12,1450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png
regidrago,290,21,2000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png
glastrier,290,22,8000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
spectrier,290,20,445,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png
calyrex,250,11,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png
wyrdeer,,18,951,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png
kleavor,,18,890,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
ursaluna,,24,2900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png
basculegion-male,,30,1100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png
sneasler,,13,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png
overqwil,,25,605,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png
enamorus-incarnate,,16,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
sprigatito,,4,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png
floragato,,9,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
meowscarada,,15,312,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
fuecoco,,4,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
crocalor,,10,307,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
skeledirge,,16,3265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png
quaxly,,5,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png
quaxwell,,12,215,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png
quaquaval,,18,619,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png
lechonk,,5,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
oinkologne,,10,1200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png
tarountula,,3,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png
spidops,,10,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png
nymble,,2,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png
lokix,,10,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
pawmi,,3,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png
pawmo,,4,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png
pawmot,,9,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png
tandemaus,,3,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png
maushold,,3,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
fidough,,3,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
dachsbun,,5,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
smoliv,,3,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png
dolliv,,6,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
arboliva,,14,482,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png
squawkabilly,,6,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png
nacli,,4,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png
naclstack,,6,1050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png
garganacl,,23,2400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
charcadet,,6,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
armarouge,,15,850,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png
ceruledge,,16,620,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
tadbulb,,3,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png
bellibolt,,12,1130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png
wattrel,,4,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png
kilowattrel,,14,386,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
maschiff,,5,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
mabosstiff,,11,610,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
shroodle,,2,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png
grafaiai,,7,272,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
bramblin,,6,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png
brambleghast,,12,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png
toedscool,,9,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png
toedscruel,,19,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png
klawf,,13,790,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
capsakid,,3,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
scovillain,,9,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png
rellor,,2,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png
rabsca,,3,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png
flittle,,2,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
espathra,,19,900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
tinkatink,,4,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
tinkatuff,,7,591,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
tinkaton,,7,1128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
wiglett,,12,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
wugtrio,,12,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
bombirdier,,15,429,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
finizen,,13,602,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
palafin,,13,602,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
varoom,,10,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
revavroom,,18,1200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
cyclizar,,16,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
orthworm,,25,3100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
glimmet,,7,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
glimmora,,15,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
greavard,,6,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
houndstone,,20,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
flamigo,,16,370,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
cetoddle,,12,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
cetitan,,45,7000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
veluza,,25,900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
dondozo,,120,2200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
tatsugiri,,3,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
annihilape,,12,560,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
clodsire,,18,2230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
farigiraf,,32,1600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
dudunsparce,,36,392,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
kingambit,,20,1200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
great-tusk,,22,3200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
scream-tail,,12,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
brute-bonnet,,12,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
flutter-mane,,14,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
slither-wing,,32,920,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
sandy-shocks,,23,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
iron-treads,,9,2400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
iron-bundle,,6,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
iron-hands,,18,3807,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
iron-jugulis,,13,1110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
iron-moth,,12,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
iron-thorns,,16,3030,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
frigibax,,5,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
arctibax,,8,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
baxcalibur,,21,2100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
gimmighoul,,3,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
